booking_id,booking_date,due_date,payment_date,fiscal_year,month,quarter,document_number,document_type,booking_type,account_code,account_name,counter_account_code,counter_account_name,statement_section,category,partner_name,cost_center,payment_method,quantity,unit_price_net,amount_net,vat_rate,vat_amount,amount_gross,currency,is_paid,is_recurring,has_attachment,is_credit_note,notes
34,2025-05-26,2025-06-09,2025-05-31,2025,5,Q2,DOC-2025-0034,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Delta Studio,consulting,bank_transfer,4,676.79,2707.17,0.19,514.36,3221.53,EUR,True,False,True,False,Webprojekt
35,2025-08-22,2025-08-29,2025-09-15,2025,8,Q3,DOC-2025-0035,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Adobe,operations,bank_transfer,8,122.76,982.04,0.19,186.59,1168.63,EUR,True,False,True,False,Wareneinkauf
36,2025-04-01,2025-04-15,2025-04-04,2025,4,Q2,DOC-2025-0036,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Office Depot,marketing,card,9,82.15,739.37,0.19,140.48,879.85,EUR,True,False,True,False,Onlinekampagne
37,2025-08-15,2025-09-14,2025-09-11,2025,8,Q3,DOC-2025-0037,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Office Depot,it,card,9,21.28,191.54,0.19,36.39,227.93,EUR,True,True,True,False,SaaS Abo
38,2025-09-06,2025-09-13,2025-09-24,2025,9,Q3,DOC-2025-0038,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Innotech AG,training,card,4,368.04,1472.16,0.19,279.71,1751.87,EUR,True,False,True,False,Workshop
39,2025-02-02,2025-02-16,2025-02-28,2025,2,Q1,DOC-2025-0039,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Juno Media,consulting,bank_transfer,1,2335.01,2335.01,0.19,443.65,2778.66,EUR,True,False,True,False,Webprojekt
40,2025-01-04,2025-01-18,2025-01-30,2025,1,Q1,DOC-2025-0040,invoice,expense,5300,Miete,1000,Bank,guv,rent,Travel Partner,admin,bank_transfer,9,152.37,1371.37,0.19,260.56,1631.93,EUR,True,True,True,False,Buero Miete
41,2025-06-22,2025-07-22,,2025,6,Q2,DOC-2025-0041,invoice,expense,5300,Miete,1000,Bank,guv,rent,Travel Partner,admin,bank_transfer,3,411.48,1234.44,0.19,234.54,1468.98,EUR,False,True,False,False,Buero Miete
42,2025-11-26,2025-12-03,,2025,11,Q4,DOC-2025-0042,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Office Depot,operations,bank_transfer,1,1011.51,1011.51,0.19,192.19,1203.70,EUR,False,False,True,False,Wareneinkauf
43,2025-05-10,2025-06-09,2025-06-13,2025,5,Q2,DOC-2025-0043,invoice,expense,5300,Miete,1000,Bank,guv,rent,AWS,admin,bank_transfer,1,1317.46,1317.46,0.19,250.32,1567.78,EUR,True,True,True,False,Buero Miete
44,2025-01-11,2025-01-25,2025-01-18,2025,1,Q1,DOC-2025-0044,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Meta Ads,marketing,card,10,58.95,589.50,0.19,112.01,701.51,EUR,True,False,True,False,Onlinekampagne
45,2025-03-25,2025-04-01,2025-04-13,2025,3,Q1,DOC-2025-0045,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Notebookshop,operations,bank_transfer,10,212.66,2126.62,0.19,404.06,2530.68,EUR,True,False,True,False,Wareneinkauf
46,2025-02-22,2025-03-24,2025-03-01,2025,2,Q1,DOC-2025-0046,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Notebookshop,marketing,card,10,65.17,651.70,0.19,123.82,775.52,EUR,True,False,True,False,Onlinekampagne
47,2025-09-08,2025-10-08,,2025,9,Q3,DOC-2025-0047,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Innotech AG,software,bank_transfer,8,40.52,324.14,0.19,61.59,385.73,EUR,False,False,True,False,Softwarelizenz
48,2025-08-27,2025-09-10,,2025,8,Q3,DOC-2025-0048,invoice,expense,5300,Miete,1000,Bank,guv,rent,AWS,admin,bank_transfer,6,186.30,1117.79,0.19,212.38,1330.17,EUR,False,True,True,False,Buero Miete
49,2025-06-22,2025-06-29,,2025,6,Q2,DOC-2025-0049,invoice,expense,5300,Miete,1000,Bank,guv,rent,Microsoft,admin,bank_transfer,8,114.29,914.35,0.19,173.73,1088.08,EUR,False,True,True,False,Buero Miete
50,2025-04-08,2025-04-22,,2025,4,Q2,DOC-2025-0050,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Office Depot,sales,cash,9,7.39,66.54,0.07,4.66,71.20,EUR,False,False,True,False,Dienstreise
51,2025-06-06,2025-07-06,2025-07-09,2025,6,Q2,DOC-2025-0051,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Futura Labs,consulting,bank_transfer,6,542.78,3256.65,0.19,618.76,3875.41,EUR,True,False,True,False,Webprojekt
52,2025-04-09,2025-05-09,,2025,4,Q2,DOC-2025-0052,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Eco Store,training,card,3,288.44,865.32,0.19,164.41,1029.73,EUR,False,False,False,False,Workshop
53,2025-04-10,2025-04-24,2025-04-10,2025,4,Q2,DOC-2025-0053,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Alpha GmbH,consulting,bank_transfer,12,158.01,1896.11,0.19,360.26,2256.37,EUR,True,False,True,False,Webprojekt
54,2025-02-22,2025-03-08,2025-03-24,2025,2,Q1,DOC-2025-0054,invoice,expense,5300,Miete,1000,Bank,guv,rent,Meta Ads,admin,bank_transfer,8,167.05,1336.36,0.19,253.91,1590.27,EUR,True,True,True,False,Buero Miete
55,2025-10-23,2025-10-30,2025-11-11,2025,10,Q4,DOC-2025-0055,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Green Office,consulting,bank_transfer,2,1564.48,3128.95,0.19,594.50,3723.45,EUR,True,False,True,False,Webprojekt
56,2025-08-15,2025-08-29,2025-09-03,2025,8,Q3,DOC-2025-0056,invoice,expense,5300,Miete,1000,Bank,guv,rent,AWS,admin,bank_transfer,10,104.87,1048.68,0.19,199.25,1247.93,EUR,True,True,True,False,Buero Miete
57,2025-05-03,2025-05-10,2025-05-29,2025,5,Q2,DOC-2025-0057,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Adobe,marketing,card,8,27.82,222.53,0.19,42.28,264.81,EUR,True,False,True,False,Onlinekampagne
58,2025-05-16,2025-06-15,2025-05-28,2025,5,Q2,DOC-2025-0058,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Bahn,marketing,card,7,103.72,726.02,0.19,137.94,863.96,EUR,True,False,True,False,
59,2025-11-01,2025-11-15,2025-11-29,2025,11,Q4,DOC-2025-0059,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Green Office,software,bank_transfer,2,692.89,1385.78,0.19,263.30,1649.08,EUR,True,False,True,False,Softwarelizenz
60,2025-08-10,2025-08-17,2025-08-15,2025,8,Q3,DOC-2025-0060,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Juno Media,consulting,bank_transfer,4,879.45,3517.78,0.19,668.38,4186.16,EUR,True,False,True,False,Webprojekt
61,2025-01-21,2025-02-20,2025-02-18,2025,1,Q1,DOC-2025-0061,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Office Depot,sales,cash,5,55.31,276.56,0.07,19.36,295.92,EUR,True,False,True,False,Dienstreise
62,2025-03-24,2025-04-07,2025-04-18,2025,3,Q1,DOC-2025-0062,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Futura Labs,consulting,bank_transfer,9,224.47,2020.27,0.19,383.85,2404.12,EUR,True,False,True,False,Webprojekt
63,2025-12-03,2025-12-10,2025-12-15,2025,12,Q4,DOC-2025-0063,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Office Depot,operations,bank_transfer,9,214.25,1928.28,0.19,366.37,2294.65,EUR,True,False,True,False,Wareneinkauf
64,2025-12-24,2026-01-23,2026-01-08,2025,12,Q4,DOC-2025-0064,invoice,expense,5300,Miete,1000,Bank,guv,rent,Telekom,admin,bank_transfer,12,95.20,1142.36,0.19,217.05,1359.41,EUR,True,True,True,False,Buero Miete
65,2025-11-28,2025-12-28,2025-12-16,2025,11,Q4,DOC-2025-0065,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Havel Hotel,consulting,bank_transfer,9,430.99,3878.93,0.19,737.00,4615.93,EUR,True,False,True,False,Webprojekt
66,2025-09-18,2025-09-25,2025-10-05,2025,9,Q3,DOC-2025-0066,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Eco Store,training,card,7,243.61,1705.27,0.19,324.00,2029.27,EUR,True,False,True,False,Workshop
67,2025-03-18,2025-04-01,2025-04-22,2025,3,Q1,DOC-2025-0067,invoice,expense,5300,Miete,1000,Bank,guv,rent,CoWorking Berlin,admin,bank_transfer,9,124.81,1123.27,0.19,213.42,1336.69,EUR,True,True,True,False,Buero Miete
68,2025-01-23,2025-02-06,2025-02-16,2025,1,Q1,DOC-2025-0068,invoice,expense,5300,Miete,1000,Bank,guv,rent,Bahn,admin,bank_transfer,11,96.28,1059.09,0.19,201.23,1260.32,EUR,True,True,True,False,Buero Miete
69,2025-08-14,2025-08-21,,2025,8,Q3,DOC-2025-0069,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Bahn,operations,bank_transfer,12,27.28,327.40,0.19,62.21,389.61,EUR,False,False,True,False,Wareneinkauf
70,2025-11-29,2025-12-29,2026-01-02,2025,11,Q4,DOC-2025-0070,invoice,expense,5300,Miete,1000,Bank,guv,rent,Office Depot,admin,bank_transfer,7,134.31,940.16,0.19,178.63,1118.79,EUR,True,True,True,False,
71,2025-04-27,2025-05-04,2025-05-03,2025,4,Q2,,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Adobe,it,card,8,28.64,229.09,0.19,43.53,272.62,EUR,True,True,True,False,SaaS Abo
72,2025-05-06,2025-05-13,2025-05-16,2025,5,Q2,DOC-2025-0072,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Juno Media,consulting,bank_transfer,3,921.77,2765.32,0.19,525.41,3290.73,EUR,True,False,True,False,Webprojekt
73,2025-05-11,2025-05-25,2025-05-29,2025,5,Q2,DOC-2025-0073,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Futura Labs,training,card,11,104.20,1146.16,0.19,217.77,1363.93,EUR,True,False,True,False,Workshop
74,2025-06-04,2025-06-18,2025-06-10,2025,6,Q2,DOC-2025-0074,invoice,expense,5300,Miete,1000,Bank,guv,rent,Meta Ads,admin,bank_transfer,4,249.90,999.61,0.19,189.93,1189.54,EUR,True,True,True,False,Buero Miete
75,2025-01-05,2025-02-04,2025-01-08,2025,1,Q1,DOC-2025-0075,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Meta Ads,it,card,10,17.85,178.46,0.19,33.91,212.37,EUR,True,True,True,False,SaaS Abo
76,2025-11-14,2025-12-14,,2025,11,Q4,DOC-2025-0076,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Alpha GmbH,consulting,bank_transfer,11,157.03,1727.32,0.19,328.19,2055.51,EUR,False,False,True,False,Webprojekt
77,2025-06-01,2025-06-08,2025-06-09,2025,6,Q2,DOC-2025-0077,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Telekom,operations,bank_transfer,9,88.84,799.58,0.19,151.92,951.50,EUR,True,False,True,False,Wareneinkauf
78,2025-06-01,2025-06-08,2025-06-30,2025,6,Q2,DOC-2025-0078,invoice,expense,5300,Miete,1000,Bank,guv,rent,Notebookshop,admin,bank_transfer,2,636.64,1273.28,0.19,241.92,1515.20,EUR,True,True,True,False,Buero Miete
79,2025-05-16,2025-06-15,2025-06-01,2025,5,Q2,DOC-2025-0079,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Microsoft,operations,bank_transfer,10,123.61,1236.07,0.19,234.85,1470.92,EUR,True,False,True,False,
80,2025-06-17,2025-06-24,2025-07-16,2025,6,Q2,,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Bahn,sales,cash,12,26.98,323.73,0.07,22.66,346.39,EUR,True,False,True,False,Dienstreise
81,2025-10-03,2025-11-02,2025-11-06,2025,10,Q4,DOC-2025-0081,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Green Office,consulting,bank_transfer,7,185.99,1301.96,0.19,247.37,1549.33,EUR,True,False,True,False,Webprojekt
82,2025-01-17,2025-01-31,2025-02-01,2025,1,Q1,DOC-2025-0082,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Telekom,it,card,6,35.55,213.28,0.19,40.52,253.80,EUR,True,True,True,False,
83,2025-08-21,2025-09-20,2025-08-22,2025,8,Q3,DOC-2025-0083,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,City Bakery,consulting,bank_transfer,1,1139.19,1139.19,0.19,216.45,1355.64,EUR,True,False,True,False,Webprojekt
84,2025-04-21,2025-04-28,2025-04-21,2025,4,Q2,DOC-2025-0084,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Bahn,sales,cash,5,58.41,292.05,0.07,20.44,312.49,EUR,True,False,True,False,
85,2025-01-08,2025-02-07,,2025,1,Q1,DOC-2025-0085,receipt,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Adobe,marketing,card,6,62.29,373.76,0.19,71.01,444.77,EUR,False,False,True,False,
86,2025-07-05,2025-08-04,2025-07-19,2025,7,Q3,DOC-2025-0086,credit_note,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Innotech AG,software,bank_transfer,10,99.68,996.84,0.19,189.40,1186.24,EUR,True,False,True,True,
87,2025-08-07,2025-08-21,2025-08-11,2025,8,Q3,DOC-2025-0087,invoice,expense,5300,Miete,1000,Bank,guv,rent,Bahn,admin,bank_transfer,2,621.53,1243.05,0.19,236.18,1479.23,EUR,True,True,True,False,Buero Miete
88,2025-09-29,2025-10-13,2025-10-05,2025,9,Q3,DOC-2025-0088,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Innotech AG,training,card,12,68.75,825.05,0.19,156.76,981.81,EUR,True,False,True,False,Workshop
89,2025-08-21,2025-09-04,,2025,8,Q3,DOC-2025-0089,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,City Bakery,software,bank_transfer,7,115.41,807.90,0.19,153.50,961.40,EUR,False,False,True,False,
90,2025-02-19,2025-02-26,2025-03-26,2025,2,Q1,DOC-2025-0090,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Futura Labs,software,bank_transfer,1,1378.57,1378.57,0.19,261.93,1640.50,EUR,True,False,True,False,Softwarelizenz
91,2025-01-27,2025-02-10,2025-02-02,2025,1,Q1,DOC-2025-0091,invoice,expense,5300,Miete,1000,Bank,guv,rent,Office Depot,admin,bank_transfer,10,138.42,1384.20,0.19,263.00,1647.20,EUR,True,True,True,False,Buero Miete
92,2025-10-21,2025-11-20,2025-11-25,2025,10,Q4,,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Eco Store,software,bank_transfer,1,523.16,523.16,0.19,99.40,622.56,EUR,True,False,True,False,Softwarelizenz
93,2025-01-04,2025-02-03,2025-01-29,2025,1,Q1,DOC-2025-0093,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Adobe,it,card,2,35.40,70.79,0.19,13.45,84.24,EUR,True,True,True,False,SaaS Abo
94,2025-07-09,2025-08-08,2025-07-14,2025,7,Q3,DOC-2025-0094,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Adobe,marketing,card,1,335.54,335.54,0.19,63.75,399.29,EUR,True,False,True,False,Onlinekampagne
95,2025-08-01,2025-08-08,,2025,8,Q3,DOC-2025-0095,invoice,expense,5300,Miete,1000,Bank,guv,rent,Travel Partner,admin,bank_transfer,6,172.76,1036.58,0.19,196.95,1233.53,EUR,False,True,True,False,
96,2025-01-29,2025-02-05,2025-02-06,2025,1,Q1,DOC-2025-0096,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Havel Hotel,training,card,5,53.00,264.99,0.19,50.35,315.34,EUR,True,False,True,False,Workshop
97,2025-10-14,2025-10-21,,2025,10,Q4,DOC-2025-0097,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Adobe,sales,cash,7,42.62,298.34,0.07,20.88,319.22,EUR,False,False,True,False,Dienstreise
98,2025-12-30,2026-01-13,2025-12-31,2025,12,Q4,DOC-2025-0098,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Havel Hotel,software,bank_transfer,6,201.04,1206.23,0.19,229.18,1435.41,EUR,True,False,False,False,
99,2025-08-12,2025-08-26,2025-08-31,2025,8,Q3,DOC-2025-0099,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Bahn,marketing,card,12,46.91,562.87,0.19,106.95,669.82,EUR,True,False,True,False,Onlinekampagne
100,2025-06-29,2025-07-06,,2025,6,Q2,DOC-2025-0100,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,City Bakery,software,bank_transfer,4,337.55,1350.18,0.19,256.53,1606.71,EUR,False,False,True,False,Softwarelizenz
101,2025-09-10,2025-10-10,2025-10-08,2025,9,Q3,DOC-2025-0101,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Juno Media,training,card,11,104.97,1154.71,0.19,219.39,1374.10,EUR,True,False,False,False,Workshop
102,2025-08-15,2025-09-14,,2025,8,Q3,DOC-2025-0102,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Havel Hotel,software,bank_transfer,1,1191.79,1191.79,0.19,226.44,1418.23,EUR,False,False,True,False,Softwarelizenz
